小韻號	對應廣韻小韻號	代表字	全部字	反切	韻目
1442	1520	𧥛	𧥜	去偃	阮
1443	1521	𧥜	𧥛屵巘𪗙	語偃	阮
1444	1522	幰	幰攇䘆	虛偃	阮
1445	1523	晚	晚娩挽睌㿸鞔	無遠	阮
1446	1524	反	反返坂橎䡊	府遠	阮
1447	1525	𧯦	𧯦圈	求晩	阮
1448	1526	婉	婉菀苑踠蜿畹琬倇䛄宛裷	於阮	阮
1449	1527	䅚	䅚綣𢑆䊎	去阮	阮
1450	1528	暅	暅䁔咺愃烜	況晚	阮
1451	1529	軬	軬飯	扶遠	阮
1452	1530	混	混渾鯶緷焜倱掍睴睔混㮯䧰𨡫	胡本	混
1453	1532	忖	忖刌	倉本	混
1454	1533	本	本𤲛苯笨	布忖	混
1455	1534	損	損㾕䐣𦠆	蘇本	混
1456	1535	𠟃	𠟃噂䔿僔撙	兹損	混
1457	1536	穩	穩	烏本	混
1458	1537	囤	囤盾沌伅㡒𥫱庉	徒損	混
1459	1538	鱒	鱒喗	徂本	混
1460	1539	𩩌	𩩌㯻衮緄惃錕輥䃂	古本	混
1461	1540	畽	畽𪐠	他本	混
1462	1542	㤻	㤻惀	盧本	混
1463	1541	閫	閫壼稇悃𩑔梱𨁉硱	苦本	混
1464	1543	獖	獖笨体𪊜㮥𥢊	盆本	混
1465	1544	懣	懣	莫本	混
1466	1547	佷	很	痕墾	很
1467	1548	墾	墾懇齦	康佷	很
1468	1549	䫀	䫀	古佷	很
1469	1550	旱	旱𡷛䁔皔	何滿	旱
1470	1561	緩	緩澣𧡩䈠㬊𦀸𧶲	胡管	旱
1471	1562	短	短斷𢷖	都管	旱
1472	1565	算	算篡	蘇管	旱
1473	1568	款	款窽棵䘾	苦管	旱
1474	1569	餪	餪暖渜	乃管	旱
1475	1570	纂	纂纘儧酇䂎	作管	旱
1476	1563	椀	椀䝹	烏管	旱
1477	1573	粄	粄瓪暵	博管	旱
1478	1566	管	管𦜐輨盥琯痯䩪	古纂	旱
1479	1575	斷	斷𩏇	徒管	旱
1480	1564	疃	疃䠪	他管	旱
1481	1571	伴	伴㚘拌	薄旱	旱
1482	1567	卵	卵	落管	旱
1483	1572	滿	滿懣𥲈	莫旱	旱
1484	1554	但	但蜑袒誕潬䩥膻僤	徒旱	旱
1485	1552	坦	坦䦔	他但	旱
1486	1551	亶	亶担笪𤺺觛狚	多旱	旱
1487	1557	嬾	嬾𥽭	落旱	旱
1488	1556	笴	笴皯稈衦𦼮	各旱	旱
1489	1553	散	散饊䉈繖傘鏾	蘇旱	旱
1490	1555	瓉	瓚趲	昨旱	旱
1491	1559	罕	罕蔊𪄿厂	呼稈	旱
1492	1558	侃	偘侃	空旱	旱
1493	1576	攤	攤	奴但	旱
1494	1578	潸	潸	數板	潸
1495	1579	綰	綰	烏板	潸
1496	1580	板	板版瓪鈑蝂	布綰	潸
1497	1581	䩆	䩆	側板	潸
1498	1582	赧	𧹞𩈫㫱戁	奴板	潸
1499	1583	僩	僩橌	胡板	潸
1500	1584	睆	睆鯇䴷	戶板	潸
1501	1585	阪	阪	扶板	潸
1502	1586	矕	矕𦺖	武板	潸
1503	1587	𪘪	𪘪	士板	潸
1504	1589	㹽	㹽	初板	潸
1505	1588	𪗙	𪗙	五板	潸
1506	1584	莞	莧睅	胡板	潸
1507	1590	眅	眅	普板	潸
1508	1592	產	産嵼汕滻摌	所簡	產
1509	1593	限	限硍䁂㹂	胡簡	產
1510	1594	𥇅	𥇅	武限	產
1511	1595	簡	𥳑柬暕揀𤄒𧟉	古限	產
1512	1596	剗	剗鏟丳	初限	產
1513	1597	棧	棧㟞轏孱虥	士限	產
1514	1598	眼	眼	五限	產
1515	1599	醆	醆㦃𥽽	側限	產
1516	1601	艮	艮	口限	產
1517	1602	銑	銑跣毨姺洗䈰䉳	蘇典	銑
1518	1603	腆	腆淟𤲖錪琠靦圢𨆁㥏蚕	他典	銑
1519	1604	典	典蕇𩒝	多繭	銑
1520	1605	蝘	蝘𡩷嬿䁙	於殄	銑
1521	1606	殄	殄蜓	徒典	銑
1522	1607	繭	繭𥀹𢆞垷筧𢺃趼藆襺	古典	銑
1523	1608	峴	峴臔哯俔睍㦓詪䵤顈垷	胡繭	銑
1524	1609	顯	顯𩎌蜆抮	呼典	銑
1525	1611	撚	撚涊蹨	奴典	銑
1526	1610	㨠	㨠芇	亡典	銑
1527	1612	編	編匾緶萹扁	方繭	銑
1528	1613	泫	泫贙鉉玹鞙𥌭䧎䀏㻆	胡犬	銑
1529	1615	辮	辮艑扁㲢	薄典	銑
1530	1614	畎	畎詃罥埍	古泫	銑
1531	1616	犬	犬	苦泫	銑
1532	1617	𥧬	𥧬豤䵖蜸	口典	銑
1533	1619	獮	獮尠廯癬尟燹	息淺	獮
1534	1620	演	演縯衍	以淺	獮
1535	1621	踐	踐諓餞𧗸𤷃俴	疾演	獮
1536	1623	𦗢	𦗢𠟉樿饘皽䆄䡀嫸𩕊𥊳㔊橏䎒醆	旨善	獮
1537	1622	展	展搌皽輾㠭	知演	獮
1538	1624	趁	趁𨋚㞋蹍跈	尼展	獮
1539	1625	淺	淺	七演	獮
1540	1626	闡	闡燀䵐𨼒幝𦆀	昌善	獮
1541	1627	遣	遣繾䭤𥳐𠳋㹂䭤	去演	獮
1542	1629	善	善墠鱓蟮單僐	常演	獮
1543	1628	蹇	蹇謇搴𦂇	居輦	獮
1544	1630	剪	剪𢶕戩媊鬋揃錢翦𣸛	即踐	獮
1545	1631	蹨	蹨橪戁熯㒄	人善	獮
1546	1633	輦	輦璉鄻僆摙𤑿	力演	獮
1547	1635	件	件鑳鍵	其輦	獮
1548	1632	𦅗	𦅗	徐輦	獮
1549	1634	齴	𪙞巘	魚蹇	獮
1550	1636	辯	辯辨諞	符蹇	獮
1551	1637	緬	緬沔愐勔湎黽	無兗	獮
1552	1638	褊	褊	方緬	獮
1553	1639	臇	臇𧕣	姊兗	獮
1554	1640	雋	雋吮𦼱𤺻	徂兗	獮
1555	1641	辡	辡䁵覵	方免	獮
1556	1642	兗	兖沇㕣萒馻	以轉	獮
1557	1643	臠	臠孌𡡗	力兗	獮
1558	1644	轉	轉	陟兗	獮
1559	1645	卷	卷菤	居轉	獮
1560	1646	圈	圈蔨	渠篆	獮
1561	1487	輭	輭蝡㮕䓴碝愞媆㞋	而兗	獮
1562	1648	舛	舛喘荈腨㪜	昌兗	獮
1563	1649	膞	膞腨鄟踹歂𡭐	視兗	獮
1564	1650	篆	篆瑑沌堟䧘𦁆	持兗	獮
1565	1651	剸	剸孨𦝏𦓝𨶉鱄	旨兗	獮
1566	1652	選	選	思兗	獮
1567	1653	撰	撰僎鱄	士免	獮
1568	1654	蜎	蜎	狂兗	獮
1569	1655	蠉	蠉𧾣	香兗	獮
1570	1656	楩	楩㦚揙𣝜艑	符善	獮
1571	1657	免	免娩勉俛冕鮸㝃	亡辯	獮
1573	1658	𨩪	𨩪㫃蕆䩶𧈪㢟	丑善	獮
1574	1661	㫃	㫃𧽪	於蹇	獮
1575	1660	㒄	㒄㜣	式善	獮
1576	1664	篠	篠𩵌謏䃤	蘇鳥	篠
1577	1665	晈	晈璬𢅎皎鐃㿟皦恔䰘譑曒䘨	古了	篠
1578	1666	鳥	鳥𢁕㣿𠄏蔦𧜣䄪	都了	篠
1579	1667	了	了蓼瞭𩯊撩𤁸𥗀𢄺𧘈鄝憭	盧鳥	篠
1580	1668	朓	朓窱	吐鳥	篠
1581	1669	曉	曉䥵	呼鳥	篠
1582	1670	杳	杳窅窈偠騕𨱧㫐苭㫏	烏晈	篠
1583	1671	嬲	嬲嫋𨲂㒟𢸣褭	奴鳥	篠
1584	1672	皛	皛𦯪芍	胡了	篠
1585	1673	窕	窕誂嬥掉	徒了	篠
1586	1674	磽	磽	苦晈	篠
1587	1675	湫	湫𧂈㭂	子了	篠
1588	1676	小	小	私兆	小
1589	1677	肈	肈兆趙旐狣䍮𤕷鮡	直小	小
1590	1678	沼	沼	之少	小
1591	1681	少	少	書沼	小
1592	1679	夭	夭殀仸	於兆	小
1593	1682	擾	擾繞遶嬈㹛	而沼	小
1594	1683	摽	摽鰾顠膘	符小	小
1595	1684	𪍑	𪍑弨楢	尺紹	小
1596	1685	縹	縹醥犥顠皫篻蔈瞟	敷沼	小
1597	1686	眇	眇淼秒杪吵篎𦳥	亡沼	小
1598	1687	紹	紹佋袑	市沼	小
1599	1688	矯	矯蟜𥃤敽䚩嬌孂	居沼	小
1600	1690	表	表褾𧢄	方小	小
1601	1691	藨	藨殍㰶𦭼㹾麔𧴎	平表	小
1602a	1692a	鷕	鷕	以沼	小
1602b	1692b	溔	溔舀	以沼	小
1603	1693	悄	悄釥	七小	小
1604	1694	𠢶	𠟿𠢶㩰膘𤃭𨙹	子小	小
1605	1695	𨲭	𨲭	巨小	小
1606	1696	繚	繚燎嬌䩍憭𢿞	力小	小
1607	1698	闄	闄	於小	小
1608	1689	表	表	方矯	小
1609	1699	巧	巧	苦絞	巧
1610	1700	澩	澩佼䀊䕧	下巧	巧
1611	1701	飽	飽	博巧	巧
1612	1702	㺒	㺒撓獿	奴巧	巧
1613	1703	昴	昴卯茆媌卯	莫飽	巧
1614	1704	絞	絞狡佼攪姣䀊䕧𢼫烄	古巧	巧
1615	1705	爪	爪䝖瑵抓㕚	側絞	巧
1616	1706	拗	拗𥄀	於絞	巧
1617	1707	鮑	鮑骲𡂟	薄巧	巧
1618	1708	齩	齩	五巧	巧
1619	1710	煼	煼𩱈	楚巧	巧
1620	1712	梢	梢𢾐	所絞	巧
1621	1713	晧	晧昊曎浩鎬滈顥鰝㙱𥢑薃𨛴皓	胡老	晧
1622	1714	抱	抱	薄浩	晧
1623	1715	老	老䝤轑橑潦䕩䵏𩔇𡂕	盧浩	晧
1624	1716	討	討𡘷槄	他浩	晧
1625	1717	道	道稻駣	徒浩	晧
1626	1718	腦	腦𢚰𥒤㛴𩬱	奴浩	晧
1627	1720	倒	倒擣㠀禂壔禱㿒檮	都浩	晧
1628	1719	嫂	嫂燥掃埽𦺋	蘇晧	晧
1629	1721	草	草懆𠹊騲	七掃	晧
1630	1722	早	早澡藻𧃡蚤䲃璪棗璅	子浩	晧
1631	1723	皂	皂𦯑造	昨早	晧
1632	1724	暠	暠杲稾縞夰𣓌㚖槀	古老	晧
1633	1725	好	好	呼浩	晧
1634	1726	蓩	蓩𠔼	武道	晧
1635	1727	寶	寶保堢褓鳵葆𠤏賲宲䎂𩡵	博抱	晧
1636	1728	襖	襖𨱳懊媪芺䐿䯠𪁾䴠	烏浩	晧
1637	1729	考	考栲槁祰丂𣧏攷	苦浩	晧
1638	1730	𦽀	𦽀	五老	晧
1639	1731	哿	哿舸	古我	哿
1640	1759	火	火邩	呼果	哿
1641	1745	果	果猓輠裹蜾划惈	古火	哿
1642	1746	埵	埵鬌挆𦀉朵揣䤪㪜𥠄	丁果	哿
1643	1747	鎖	鎖璅漅葰䈗𢱡惢䵀䣔	蘇果	哿
1644	1748	墮	墮垛𤬾䅜𥬲䩔鬌嶞䲊嫷𥳔𨬍	徒果	哿
1645	1749	妥	妥墮隋橢𨼰	他果	哿
1646	1757	叵	叵頗	普可	哿
1647	1756	跛	跛簸駊	布火	哿
1648	1753	躶	躶瘰蓏蠃	郎果	哿
1649	1758	禍	禍夥	胡果	哿
1650	1760	顆	顆敤	枯果	哿
1651	1751	坐	坐	徂果	哿
1652	1735	爹	爹柁陊𩑸灺袉	徒可	哿
1653	1742	可	可軻	枯我	哿
1654	1736	我	我騀𩒰㧴	五可	哿
1655	1744	左	左	則可	哿
1656	1750	麼	麼	莫可	哿
1657	1741	㰤	㰤㪃𩑸	呼我	哿
1658	1754	婐	婐𥟿	烏果	哿
1659	1755	㛂	㛂𢫷	奴果	哿
1660	1743	𨵅	𨵅椏𣘨㫊	烏可	哿
1661	1739	𢡏	𢡏恀	乃可	哿
1662	1738	㰁	㰁攞𣂞砢	勒可	哿
1663	1752	㛂	姽𠂬	五果	哿
1664	1734	縒	縒	蘇可	哿
1665	1732	瑳	瑳䰈	千可	哿
1666	1733	嚲	嚲䯬䫂	丁可	哿
1667	1740	荷	苛	胡可	哿
1668	1762	䂳	䂳脞硝	倉顆	哿
1669	1761	爸	爸	蒲可	哿
1670	1758	𨘌	䙤	于果	哿
1671	1764	馬	馬碼罵	莫下	馬
1672	1765	者	者赭	之野	馬
1673	1766	野	野也冶	以者	馬
1674	1767	雅	雅疋庌疨㿿	五下	馬
1675	1768	檟	檟嘏假賈斝叚瘕椵	古雅	馬
1676	1770	啞	啞	烏雅	馬
1677	1771	灺	灺	徐雅	馬
1678	1772	下	下夏廈	胡雅	馬
1679	1773	寫	寫瀉𣞐𣬕	悉野	馬
1680	1777	㗿	㗿閜	許下	馬
1681	1776	且	且	七也	馬
1682	1779	跒	跒	苦下	馬
1683	1780	跁	跁䇑	傍下	馬
1684	1778	社	社	市也	馬
1685	1781	捨	捨䬷	書也	馬
1686	1782	姐	姐抯飷	茲野	馬
1687	1783	把	把笆	博下	馬
1688	1784	踝	踝稞黊鮭𢦚𠿜輠𩸄䴹	胡瓦	馬
1689	1785	寡	寡咼	古瓦	馬
1690	1786	瓦	瓦	五寡	馬
1691	1787	𦴈	𦴈惹	人者	馬
1692	1788	鮓	鮓痄謯𥰭	側下	馬
1693	1789	觰	觰	都下	馬
1694	1790	槎	槎㡸痄𡗸	士下	馬
1695	1791	奲	奲撦䰩哆㨋	車下	馬
1696	1792	䋾	䋾	竹下	馬
1697	1793	䋈	䋈	奴下	馬
1698	1794	髁	髁另	口瓦	馬
1699	1795	䂳	䂳	叉瓦	馬
1700	1797	葰	葰	蘇寡	馬
1701	2005	感	感𥸡鱤贛贑灝	古禫	感
1702	2006	禫	禫䊤黮䨢𥧹髧蓞嘾	徒感	感
1703	2007	晻	晻黭揞唵罯𤃷㞄黤	烏感	感
1704	2008	腩	腩湳䈒萳	奴感	感
1705	2009	襑	襑𥂘肮嗿	他感	感
1706	2010	歜	歜䰼㣅	徂感	感
1707	2011	慘	慘憯黲朁傪噆	七感	感
1708	2012	顉	顉㜝	五感	感
1709	2013	昝	昝寁撍	子感	感
1710	2014	糂	糂糣傪粽	素感	感
1711	2015	坎	坎歁惂竷	苦感	感
1712	2016	頷	頷㜝撼𢎘淊菡𢃗𢈢欿	胡感	感
1713	2017	𡒄	𡒄燷顲𨎺醂	盧感	感
1714	2018	黕	黕眈抌瓭衴	都感	感
1715	2019	䫲	䫲	呼感	感
1716	2020	敢	敢橄澉	古覽	敢
1717	2022	覽	覽擥欖㩜	盧敢	敢
1718	2023	菼	菼緂𠪚𦃖	吐敢	敢
1719	2024	膽	膽紞䒞䃫𪆻	都敢	敢
1720	2025	噉	噉澹𥲄憺	徒敢	敢
1721	2026	黲	黲	倉敢	敢
1722	2027	㛧	㛧	謨敢	敢
1723	2028	䭕	䭕	子敢	敢
1724	2029	槧	槧	才敢	敢
1725	2031	埯	埯	安敢	敢
1727	1800	養	養痒瀁勨	餘兩	養
1728	1801	像	像象蟓橡襐	詳兩	養
1729	1802	獎	㢡䉃槳蔣	即兩	養
1730	1803	兩	兩魎𣓈脼㔝緉倆	力獎	養
1731	1805	勥	勥弜誩滰	其兩	養
1732	1804	鞅	鞅柍秧䬬紻𧵌䒋詇	於兩	養
1733	1806	仰	仰	魚兩	養
1734	1807	磢	磢𠞮搶漺	測兩	養
1735	1808	想	想	息兩	養
1736	1809	掌	掌𤓯	職兩	養
1737	1810	爽	爽𦄍鷞㼽	疏兩	養
1738	1812	敞	敞𢠵氅䟫	昌兩	養
1739	1811	響	響饗蠁享嚮	許兩	養
1740	1813	繈	繈鏹襁膙	居兩	養
1741	1814	丈	丈杖仗㽴	直兩	養
1742	1815	昶	昶	丑兩	養
1743	1817	壤	壤䖆䑋穰攘躟孃	如兩	養
1744	1818	賞	賞𩞧	識兩	養
1745	1819	髣	髣紡鴋	芳兩	養
1746	1820	罔	罔䋄𨊾𦬣魍𤣴𦉾	文兩	養
1747	1821	昉	昉倣瓬	方兩	養
1748	1822	枉	枉汪㰪𪯉	紆罔	養
1749	1823	往	往	王兩	養
1750	1824	怳	怳𧧢	許昉	養
1751	1827	上	上	時掌	養
1752	1826	長	長	中兩	養
1753	1831	䫪	䫪傸	叉丈	養
1754	1828	臦	臩俇	渠往	養
1755	1832	蕩	蕩𢠽愓盪璗䑗簜婸𥯕潒	堂朗	蕩
1756	1834	廣	廣	古晃	蕩
1757	1833	𣡆	𣞙顙磉	蘇朗	蕩
1758	1835	榜	榜牓𣮧䰃螃	博朗	蕩
1759	1836	駔	駔	子朗	蕩
1760	1837	曩	曩	奴朗	蕩
1761	1838	沆	沆𡕬	胡朗	蕩
1762	1839	曭	曭儻偒戃矘𥯕帑	他朗	蕩
1763	1840	莽	莽䁳㬒䒎䥈蟒漭	莫朗	蕩
1764	1841	黨	黨欓讜䣊	德朗	蕩
1765	1842	朗	朗㝗	盧黨	蕩
1766	1843	坱	坱眏泱𨠗姎䇦	烏朗	蕩
1767	1844	慷	慷懬䡉	苦朗	蕩
1768	1845	㳹	㳹	烏晃	蕩
1769	1846	晃	晃幌櫎榥滉攩	胡廣	蕩
1770	1847	髈	髈䒍	普朗	蕩
1771	1848	慌	慌爌𡧽𣆖	虎晃	蕩
1772	1849	䴚	䴚	各朗	蕩
1773	1851	奘	奘	在朗	蕩
1774	1855	梗	梗挭哽郠鯁綆埂𦵸	古杏	梗
1775	1856	丙	丙昞怲邴秉抦寎	兵永	梗
1776	1857	警	警景境璥㯳憼蟼	几影	梗
1777	1858	影	影璄摬䭘	於丙	梗
1778	1859	省	省眚㾪㼳渻	所景	梗
1779	1860	永	永	榮丙	梗
1780	1862	皿	皿𥥊𥁰	武永	梗
1781	1863	憬	憬囧煚臩	舉永	梗
1782	1864	杏	杏荇	何梗	梗
1783	1865	猛	猛𥋝蜢鱦艋鼆鄳	莫杏	梗
1784	1866	礦	礦𪍿獷穬鄳	古猛	梗
1785	1868	盯	盯	張梗	梗
1786	1869	瑒	瑒	徒杏	梗
1787	1870	䁝	䁝	烏猛	梗
1788	1871	打	打	德冷	梗
1789	1872	冷	冷	魯打	梗
1790	1874	鮩	鮩	蒲杏	梗
1791	1877	耿	耿𥉔	古幸	耿
1792	1878	䁅	䁅黽	武幸	耿
1793	1879	幸	幸倖㼬	胡耿	耿
1794	1880	𠊧	𠊧𩶁	蒲幸	耿
1795	1881	皏	皏	普幸	耿
1796	1882	靜	靜睜妌𩇕靖竫猙	疾郢	靜
1797	1883	整	整	之郢	靜
1798	1884	逞	逞騁悜裎䩶	丑郢	靜
1799	1885	郢	郢梬浧	以整	靜
1800	1886	痙	痙𠗊	其郢	靜
1801	1887	潁	潁穎	餘頃	靜
1802	1888	領	領嶺柃徎阾袊	李郢	靜
1803	1889	頸	頸	居郢	靜
1804	1890	餅	餅屏	必郢	靜
1805	1891	頃	頃㩩檾	去潁	靜
1806	1892	井	井𨙷	子郢	靜
1807	1893	癭	癭廮𨟙	於郢	靜
1808	1894	請	請睛	七靜	靜
1809	1895	省	省睈	息井	靜
1810	1896	慏	慏	彌井	靜
1811	1897	徎	徎𣵹	丈井	靜
1812	1898	迥	迥冋炯	戶鼎	迥
1813	1899	泂	泂熲炅𥈀𠖷蝙	古鼎	迥
1814	1900	茗	茗嫇酩瀴眳	莫迥	迥
1815	1901	頂	頂奵酊耵鼎薡打㞟葶	丁挺	迥
1816	1902	挺	挺艇鋌梃娗訂誔	徒鼎	迥
1817	1903	珽	珽圢脡侹町頲侱艼𦉬𡈼	他鼎	迥
1818	1904	汫	汫	徂醒	迥
1819	1905	濙	濙	烏迥	迥
1820	1906	謦	謦廎汫漀	去挺	迥
1821	1907	𩕳	𩕳聹䔭䗿	乃挺	迥
1822	1908	婞	婞涬𩷏鋞𢙼脛	下娗	迥
1823	1909	醒	醒箵	蘇挺	迥
1824	1910	鞞	鞞	補鼎	迥
1825	1911	褧	褧檾烓	口迥	迥
1826	1912	剄	剄烴	古挺	迥
1827	1913	頩	頩	匹迥	迥
1828	1915	笭	笭冷𦊓	力鼎	迥
1829	1916	竝	竝鮩併	萍迥	迥
1830	1918	䀴	䀴	五冷	迥
1831	1927	有	有右䳑友䀁𥁓栯	云久	有
1832	1928	柳	柳瀏綹𨋖茆罶嬼䉧熮𪕚𩖴	力久	有
1833	1930	丑	丑杻	勅久	有
1834	1929	紐	紐狃鈕扭𢔟莥䏔𨙺	女久	有
1835	1931	肘	肘𤶡	陟柳	有
1836	1932	朽	朽㽲殠	許久	有
1837	1933	久	久九玖灸韭𡚮	舉有	有
1838	1934	首	首手守䭭𦣻	書久	有
1839	1935	醜	醜𧃝	處久	有
1840	1936	湫	湫愀	在久	有
1841	1937	婦	婦䘀負萯蝜阜𪃓菩㷆䧞𧌈	房久	有
1842	1938	缶	缶缹否𡜊痞殕鴀不不	方久	有
1843	1940	蹂	蹂楺厹沑葇	人久	有
1844	1939	糗	糗	去久	有
1845	1941	舅	舅咎臼齨麔䳎䊆	強久	有
1846	1942	紂	紂䈙鮦𦡴	直柳	有
1847	1943	酉	酉牖誘卣楢莠羑庮蜏輶禉𨙃𨖯	与久	有
1848	1945	滫	滫䋶	息有	有
1849	1944	受	受壽𨞪綬	植酉	有
1850	1946	䬀	䬀䱂懮	於柳	有
1851	1947	酒	酒	子酉	有
1852	1948	溲	溲	疏有	有
1853	1949	帚	帚鯞	之久	有
1854	1950	㤱	㤱紑	芳酒	有
1855	1951	掫	掫	側久	有
1856	1955	厚	厚後后郈㖃	胡口	厚
1857	1956	母	母牡某拇𠭇莽踇䳇罙	莫厚	厚
1858	1957	部	部犃瓿㟝䍌䴺篰	蒱口	厚
1859	1958	斗	斗枓阧蚪襡	當口	厚
1860	1959	𪌘	𪌘妵黈蘣𩿢䱏	他后	厚
1861	1960	苟	苟玽狗垢笱耇詬茩岣	古厚	厚
1862	1961	藕	藕偶耦髃㼴	五口	厚
1863	1962	㨐	㨐掊	方垢	厚
1864	1963	㝅	穀㳶𡭾陾	乃口	厚
1865	1964	藪	藪籔叟嗾瞍謏擻䏂駷橾	蘇后	厚
1866	1965	吼	吼吽㖃蚼	呼后	厚
1867	1966	剖	剖婄蔀䳝	普厚	厚
1868	1967	歐	歐毆㸸㰶摳	烏口	厚
1869	1968	塿	塿嘍甊簍𪍣謱箁嶁	盧斗	厚
1870	1969	走	走	作口	厚
1871	1970	口	口扣㸸釦叩𧥣𨙫竘	苦厚	厚
1872	1971	䕆	䕆𨪐揄𠁁𩿢	徒口	厚
1873	1972	鯫	鯫	士垢	厚
1874	1973	取	取掫	倉垢	厚
1875	1974	黝	黝怮眑泑𧍘	於糾	黝
1877	1975	糾	糾赳	居黝	黝
1878	1976	蟉	蟉	渠糾	黝
1879	1977	寑	寑寢梫𦯈鋟	七稔	寑
1880	1978	朕	朕	直稔	寑
1881	1979	坅	坅	丘甚	寑
1882	1980	廩	𢊬懔菻澟醂顲𤎭	力稔	寑
1883	1981	罧	罧伈	斯稟	寑
1884	1983	䤐	䤐䫖	子甚	寑
1885	1982	踸	踸	褚甚	寑
1886	1984	荏	荏餁恁稔栠腍䇮𢆉	如甚	寑
1887	1985	枕	枕䪴䫬	之稔	寑
1888	1986	沈	沈審㰂瞫諗㜤䀢𤎭䰼	式稔	寑
1889	1988	甚	甚訦	食枕	寑
1890	1987	椹	椹	食稔	寑
1891	1989	瀋	瀋	尺甚	寑
1892	1990	墋	墋醦磣	初朕	寑
1893	1991	拰	拰	尼甚	寑
1894	1992	噤	噤䫴凚	渠飲	寑
1895	1994	蕈	蕈	慈錦	寑
1896	1993	錦	錦	居飲	寑
1897	1995	僸	僸趛	牛錦	寑
1898	1996	㾕	㾕瘮	疏錦	寑
1899	1997	禀	禀	筆錦	寑
1900	1998	飲	飲𤃷	於錦	寑
1901	1999	品	品	披飲	寑
1902	2004	𩖄	𩖄	仕瘮	寑
1903	2001	廞	廞	羲錦	寑
1904	2002	㱽	㱽	竹甚	寑
1905	2000	𩒣	𩒣	卿飲	寑
1906	2033	琰	琰剡𨁹扊棪䌪燄	以冉	琰
1907	2034	斂	斂薟嬚䭑溓羷䌞	力冉	琰
1908	2035	險	險獫㛍譣𩏩	虛檢	琰
1909	2036	貶	貶	方冉	琰
1910	2038	𩑳	𩑳嵰	丘檢	琰
1911	2039	儼	儼顩广隒礹嬐𨣻嶮噞	魚檢	琰
1912	2040	儉	儉芡	巨險	琰
1913	2041	檢	撿檢瞼	居儼	琰
1914	2042	黶	黶𥜒檿媕擪酓	於琰	琰
1915	2043	冉	冉姌染苒𥬕𩃵䎃䣸	而琰	琰
1916	2044	陕	陝睒閃𡟨睫	失冉	琰
1917	2045	諂	諂讇	丑琰	琰
1918	2046	奄	奄𩃗䣍掩閹渰𣃧㭺𡹮𤗎罨䄋弇	應儉	琰
1919	2047	漸	漸𥕌嚵蔪蹔	自冉	琰
1920	2048	憸	憸𨣲	七漸	琰
1921	2049	䭕	䭕	子冉	琰
1922	2050	脥	脥	苦斂	琰
1923	2052	忝	忝䄼銛	他點	忝
1924	2053	淰	淰㜤𨸱	乃簟	忝
1925	2054	㸃	點玷𦒻㓠	多忝	忝
1926	2055	簟	簟扂蕈橝驔	徒玷	忝
1927	2056	嗛	嗛歉慊	苦簟	忝
1928	2057	稴	䆂	盧忝	忝
1929	2058	鼸	鼸嗛㺌	下忝	忝
1930	2060	孂	孂	居點	忝
1931	2061	𡕢	𡕢	明忝	忝
1932	1919	拯	拯		拯
1933	1923	等	等	多肯	等
1934	1924	倗	倗	普等	等
1935	1925	肯	肯	苦等	等
1936	2065	豏	豏減濫㺝𥻇	下斬	豏
1937	2066	湛	湛偡	徒減	豏
1938	2067	㦿	㦿撖䫡	苦減	豏
1939	2068	鹻	鹻減𥳒鹼	古斬	豏
1940	2069	瀺	瀺	士減	豏
1941	2072	䑎	䑎	初減	豏
1942	2070	臉	臉	力減	豏
1943	2073	闞	闞欦	火斬	豏
1944	2074	摻	摻	所斬	豏
1945	2076	喊	喊	呼減	豏
1946	2077	㘝	㘝	女減	豏
1947	2078	𠑑	𠑑	丑減	豏
1948	2079	檻	檻艦𨏊轞㺌壏𡞣𥽏	胡黤	檻
1949	2081	㨻	㨻㺑	山檻	檻
1950	2082	黤	黤𪒠黯	於檻	檻
1951	2083	醶	醶	初檻	檻
1952	2084	㺖	㺖	荒檻	檻
1953	2085	巉	巉嵁	士檻	檻
1954	2062	广	广	虞埯	儼
1956	2064	埯	埯	應广	儼
1957	2063	㪁	㪁	丘广	儼
1958	2086	范	范範犯𧍙	苻凵	范
1959	2089	凵	凵	丘范	范
1960	2087	𡕢	𡕩	明范	范
1961	2092	送	送	蘇弄	送
1962	2093	鳳	鳳	馮貢	送
1963	2094	貢	貢贛𣹟虹㔶䇨𧆐㯯	古送	送
1964	2095	弄	弄𢙱礱梇哢	盧貢	送
1965	2096	涷	涷凍棟湩䍶	多貢	送
1966	2097	控	控倥悾鞚	苦貢	送
1967	2098	糉	糉倊㚇鯼䁓	作弄	送
1968	2099	甕	甕𪖵𦉥	烏貢	送
1969	2100	𧩪	𧩟	千弄	送
1970	2101	洞	洞峒胴詷慟筒駧衕迵㢥眮絧㗢	徒弄	送
1971	2102	痛	痛蘣	他弄	送
1972	2103	仲	仲	直衆	送
1973	2104	諷	諷	方鳳	送
1974	2105	焪	焪	去諷	送
1975	2106	夢	夢瞢鄸䠢㝱	莫諷	送
1976	2107	𧽒	𧽒䠗	香仲	送
1977	2108	幪	幪霿艨	莫弄	送
1978	2110	賵	賵䵄	孚鳳	送
1979	2109	趥	趥	千仲	送
1980	2112	中	中衷	陟仲	送
1981	2113	哄	哄𩰓	胡貢	送
1982	2114	齈	齈癑	奴凍	送
1983	2115	衆	衆	之仲	送
